BNpcName,BNpcNameId,BNpcBaseId,TerritoryId,Placename,Level
,0,2613,zoo,Open World,1
,0,2614,zoo,Open World,1
,0,2615,zoo,Open World,1
,0,2616,zoo,Open World,1
,0,2617,zoo,Open World,1
,0,2618,zoo,Open World,1
,0,2619,zoo,Open World,1
,0,2620,zoo,Open World,1
,0,2621,zoo,Open World,1
,0,2622,zoo,Open World,1
,0,2623,zoo,Open World,1
,0,2624,zoo,Open World,1
,0,2625,zoo,Open World,1
,0,2626,zoo,Open World,1
,0,2627,zoo,Open World,1
,0,2628,zoo,Open World,1
,0,2629,zoo,Open World,1
,0,2630,zoo,Open World,1
,0,2631,zoo,Open World,1
,0,2632,zoo,Open World,1
,0,2633,zoo,Open World,1
,0,2634,zoo,Open World,1
,0,2635,zoo,Open World,1
,0,2636,zoo,Open World,1
,0,2637,zoo,Open World,1
,0,2638,zoo,Open World,1
,0,2639,zoo,Open World,1
,0,2640,zoo,Open World,1
,0,2641,zoo,Open World,1
,0,2642,zoo,Open World,1
,0,2643,zoo,Open World,1
,0,2644,zoo,Open World,1
,0,2645,zoo,Open World,1
,0,2646,zoo,Open World,1
,0,2647,zoo,Open World,1
,0,2648,zoo,Open World,1
,0,2649,zoo,Open World,1
,0,2650,zoo,Open World,1
,0,2651,zoo,Open World,1
,0,2652,zoo,Open World,1
,0,2653,zoo,Open World,1
,0,2654,zoo,Open World,1
,0,2655,zoo,Open World,1
,0,2656,zoo,Open World,1
,0,2657,zoo,Open World,1
,0,2658,zoo,Open World,1
,0,2659,zoo,Open World,1
banestool,2314,2660,f1f2,East Shroud,41
greater banestool,2315,2464,f1f2,East Shroud,44
giant banestool,2316,2465,f1f2,East Shroud,48
improved blasting device,2374,2661,w1d6,Unknown(w1d6),50
Chirada,1646,434,r1fa,Unknown(r1fa),50
Suparna,1645,434,r1fa,Unknown(r1fa),50
banestool,2314,2660,zoo,Open World,1
,0,2661,zoo,Open World,1
,0,2443,zoo,Open World,1
,0,2444,zoo,Open World,1
king behemoth,727,2444,l1r1,Unknown(l1r1),50
Lacovie,2360,2451,w1f4,Southern Thanalan,43
,0,2662,zoo,Open World,1
snowman,2329,2440,s1f1,Middle La Noscea,10
Starlight treant,2331,2441,s1f1,Middle La Noscea,1
snowman,2329,2440,s1f2,Lower La Noscea,13
Starlight treant,2331,2441,s1f2,Lower La Noscea,10
snowman,2329,2440,w1f2,Central Thanalan,10
Starlight treant,2331,2441,w1f2,Central Thanalan,1
,0,2663,zoo,Open World,1
snowman,2329,2440,w1f3,Eastern Thanalan,14
Starlight treant,2331,2441,w1f3,Eastern Thanalan,12
snowman,2329,2440,f1f1,Central Shroud,11
Starlight treant,2331,2441,f1f1,Central Shroud,5
snowman,2329,2440,f1f4,North Shroud,11
Starlight treant,2331,2441,f1f4,North Shroud,2
manor claviger,2334,2368,f1d4,Unknown(f1d4),50
,0,2782,s1d6,Unknown(s1d6),35
Amalj'aa flamekeeper,2298,2454,w1f4,Southern Thanalan,46
,0,2664,zoo,Open World,1
manor claviger,2334,2665,zoo,Open World,1
platinal,707,2664,l1r1,Unknown(l1r1),50
,0,2307,zoo,Open World,1
cute chocobo,2326,2474,f1f2,East Shroud,49
,0,2286,s1fa,Unknown(s1fa),50
sylpheed chuckle,2313,764,f1f2,East Shroud,45
Zanr'ak battle drake,2299,2475,w1f4,Southern Thanalan,47
3rd Cohort vanguard,2310,2463,f1f2,East Shroud,42
furious sigh,2508,2469,f1f2,East Shroud,49
furious snarl,2509,2470,f1f2,East Shroud,49
sylpheed cackle,2321,762,f1f2,East Shroud,49
Flamefang lancer,2309,2455,w1f4,Southern Thanalan,49
Titan,1801,2666,s1fa,Unknown(s1fa),34
granite gaol,1804,2668,s1fa,Unknown(s1fa),34
the Ultima Weapon,2137,2669,w1fb,Unknown(w1fb),50
Ultima Ifrit,2139,2670,w1fb,Unknown(w1fb),50
Ultima Titan,2140,2671,w1fb,Unknown(w1fb),50
Ultima Garuda,2141,2672,w1fb,Unknown(w1fb),50
aetheroplasm,2138,2673,w1fb,Unknown(w1fb),50
ultimaplasm,2324,2674,w1fb,Unknown(w1fb),50
magitek bit,2142,2675,w1fb,Unknown(w1fb),50
bomb boulder,1803,2676,w1fb,Unknown(w1fb),50
tempered spearwife,2362,79,w1f4,Southern Thanalan,43
tempered striker,2363,80,w1f4,Southern Thanalan,43
tempered huntress,2361,81,w1f4,Southern Thanalan,43
hydra,2161,1697,w1d7,Unknown(w1d7),50
wyvern,656,1698,w1d7,Unknown(w1d7),49
,0,2043,w1d7,Unknown(w1d7),1
,0,1993,w1d7,Unknown(w1d7),49
,0,1994,w1d7,Unknown(w1d7),49
,0,2666,zoo,Open World,1
,0,2667,zoo,Open World,1
,0,2668,zoo,Open World,1
,0,2669,zoo,Open World,1
,0,2670,zoo,Open World,1
,0,2671,zoo,Open World,1
,0,2672,zoo,Open World,1
,0,2673,zoo,Open World,1
,0,2674,zoo,Open World,1
,0,2675,zoo,Open World,1
,0,2676,zoo,Open World,1
lunar golem,539,2911,f1b1,Unknown(f1b1),50
Flamefang ravager,2300,2455,w1f4,Southern Thanalan,46
Zahar'ak hatchling,2305,740,w1f4,Southern Thanalan,49
tipsy sylph,2312,2466,f1f2,East Shroud,45
brawny miner,2291,2677,w1d6,Unknown(w1d6),50
stranded miner,2292,2678,w1d6,Unknown(w1d6),50
stranded miner,2292,2679,w1d6,Unknown(w1d6),50
stranded miner,2292,2680,w1d6,Unknown(w1d6),50
tipsy sylph,2312,2466,zoo,Open World,1
mold colony,2569,2927,f1d5,Unknown(f1d5),50
tainted mold,2570,2926,f1d5,Unknown(f1d5),50
hecteyes,2574,2707,f1d5,Unknown(f1d5),50
madmite,2577,2710,f1d5,Unknown(f1d5),50
abyss worm,2290,2681,w1d6,Unknown(w1d6),50
hecatoncheir rocksplitter,2273,2682,w1d6,Unknown(w1d6),50
decaying gourmand,2556,2688,f1d5,Unknown(f1d5),50
gadfly,2578,2711,f1d5,Unknown(f1d5),50
wamoura,2579,2712,f1d5,Unknown(f1d5),50
wamouracampa,2580,2713,f1d5,Unknown(f1d5),50
Arioch,2560,2701,f1d5,Unknown(f1d5),50
,0,2681,zoo,Open World,1
,0,2682,zoo,Open World,1
white magestone,2571,2928,f1d5,Unknown(f1d5),50
baalzephon,2573,2706,f1d5,Unknown(f1d5),50
Diabolos,2564,2684,f1d5,Unknown(f1d5),50
Sirius pugil,2246,2313,s1d4,Unknown(s1d4),50
,0,2683,zoo,Open World,1
Diabolos,2564,2684,zoo,Open World,1
Flamefang lancer,2309,2685,w1f4,Southern Thanalan,46
Flamefang archer,2307,2686,w1f4,Southern Thanalan,46
iron giant,730,2445,l1r1,Unknown(l1r1),50
,0,2445,zoo,Open World,1
,0,2685,zoo,Open World,1
,0,2686,zoo,Open World,1
,0,434,f1d4,Unknown(f1d4),50
sylpheed chuckle,2313,2687,f1f2,East Shroud,49
sylpheed chuckle,2313,2687,zoo,Open World,1
dark matter roselet,2640,2912,f1b1,Unknown(f1b1),50
,0,473,zoo,Open World,1
decaying gourmand,2556,2688,zoo,Open World,1
goobstool,2558,2700,zoo,Open World,1
gourmand phlegm,2559,2690,zoo,Open World,1
,0,2691,zoo,Open World,1
,0,2692,zoo,Open World,1
,0,2693,zoo,Open World,1
,0,2694,zoo,Open World,1
,0,2695,zoo,Open World,1
,0,2696,zoo,Open World,1
Brayflox Alltalks,1300,2781,s1d6,Unknown(s1d6),50
painted colibri,1289,2777,s1d6,Unknown(s1d6),50
gully galago,1287,2780,s1d6,Unknown(s1d6),50
raveled raincatcher,1288,2779,s1d6,Unknown(s1d6),50
eoraptor,2659,2776,s1d6,Unknown(s1d6),50
deep jungle coeurl,1297,2785,s1d6,Unknown(s1d6),50
Illuminati soldier,2660,2775,s1d6,Unknown(s1d6),50
hot cross bomb,2655,2800,s1d6,Unknown(s1d6),50
Illuminati commander,2548,2791,s1d6,Unknown(s1d6),50
Illuminati sniper,2654,2792,s1d6,Unknown(s1d6),50
magitek vangob G-III,2549,2793,s1d6,Unknown(s1d6),50
Illuminati glider,2656,2784,s1d6,Unknown(s1d6),50
Illuminati marksman,2661,2783,s1d6,Unknown(s1d6),50
deep jungle torama,2658,2786,s1d6,Unknown(s1d6),50
Illuminati footman,2662,2787,s1d6,Unknown(s1d6),50
gobbie beak,2663,2788,s1d6,Unknown(s1d6),50
gobmachine G-VI,2547,2796,s1d6,Unknown(s1d6),50
gobmachine G-VI,2547,434,s1d6,Unknown(s1d6),50
gobmachine G-VI,2547,2778,s1d6,Unknown(s1d6),50
Pyracmon,2597,2757,w1d7,Unknown(w1d7),50
catoblepas,2598,2761,w1d7,Unknown(w1d7),50
Mumuepo the Beholden,2602,2724,w1d7,Unknown(w1d7),50
Leviathan,2550,2663,o1fa,Unknown(o1fa),50
,0,333,event_test,Unknown(event_test),0
Leviathan's tail,2551,2694,o1fa,Unknown(o1fa),50
Leviathan,2550,2696,o1fa,Unknown(o1fa),50
mimic,2566,2697,zoo,Open World,1
diabolic key,2565,2698,zoo,Open World,1
gravity orb,2567,2699,zoo,Open World,1
wavespine Sahagin,2553,2692,o1fa,Unknown(o1fa),50
wavetooth Sahagin,2552,2691,o1fa,Unknown(o1fa),50
Leviathan,2550,2695,o1fa,Unknown(o1fa),50
supporter mammet #022S,2589,2814,w1d7,Unknown(w1d7),50
heckler mammet #022H,2591,2813,w1d7,Unknown(w1d7),50
pit coeurl pup,2750,2818,w1d7,Unknown(w1d7),50
gyre spume,2554,2693,o1fa,Unknown(o1fa),50
pit coeurl,2592,2934,w1d7,Unknown(w1d7),50
pit torama,2751,2935,w1d7,Unknown(w1d7),50
gold bear,2593,2819,w1d7,Unknown(w1d7),50
champion lancer,2595,2720,w1d7,Unknown(w1d7),50
champion gladiator,2594,2718,w1d7,Unknown(w1d7),50
champion marauder,2596,2719,w1d7,Unknown(w1d7),50
training skull cracker,2633,434,w1d7,Unknown(w1d7),50
,0,2689,zoo,Open World,1
Arioch,2560,2701,zoo,Open World,1
ranch wamoura,2561,2702,zoo,Open World,1
ranch wamouracampa,2562,2703,zoo,Open World,1
fat wamoura,2563,2704,zoo,Open World,1
gremlin,2572,2705,zoo,Open World,1
,0,2706,zoo,Open World,1
,0,2707,zoo,Open World,1
ruins dross,2575,2708,zoo,Open World,1
demonstool,2576,2709,zoo,Open World,1
madmite,2577,2710,zoo,Open World,1
gadfly,2578,2711,zoo,Open World,1
wamoura,2579,2712,zoo,Open World,1
wamouracampa,2580,2713,zoo,Open World,1
allotaur,2581,2714,zoo,Open World,1
dastardly devilet,2582,2715,zoo,Open World,1
dirty eye,2583,2716,zoo,Open World,1
mimic,2566,2717,zoo,Open World,1
,0,2043,w1d2,Unknown(w1d2),50
,0,2726,zoo,Open World,1
dark matter bulb,2619,2727,zoo,Open World,1
dark matter hornet,2620,2728,zoo,Open World,1
acidic honey,2621,2729,zoo,Open World,1
dark matter slug,2622,2730,zoo,Open World,1
acidic honey,2621,2731,zoo,Open World,1
,0,2732,zoo,Open World,1
,0,2733,zoo,Open World,1
,0,2734,zoo,Open World,1
lamia prosector,2626,2735,zoo,Open World,1
Renaud,2627,2736,zoo,Open World,1
training module,2613,2737,zoo,Open World,1
,0,2738,zoo,Open World,1
clockwork dreadnaught,1478,2739,zoo,Open World,1
Allagan mine,2616,2741,zoo,Open World,1
,0,2742,zoo,Open World,1
Nael Geminus,2628,2743,zoo,Open World,1
the ghost of Meracydia,2629,2744,zoo,Open World,1
Firehorn,2630,2745,zoo,Open World,1
Iceclaw,2631,2746,zoo,Open World,1
Thunderwing,2632,2747,zoo,Open World,1
Dalamud spawn,2634,2748,zoo,Open World,1
Dalamud spawn,2634,2749,zoo,Open World,1
debris,2635,2750,zoo,Open World,1
astral debris,2636,2751,zoo,Open World,1
umbral debris,2637,2752,zoo,Open World,1
Dalamud fragment,2638,2753,zoo,Open World,1
lunar curtain,2639,2754,zoo,Open World,1
Ragnarok,2618,2755,zoo,Open World,1
rafflesia,2609,2726,f1b1,Unknown(f1b1),50
dark matter bulb,2619,2727,f1b1,Unknown(f1b1),50
dark matter hornet,2620,2728,f1b1,Unknown(f1b1),50
acidic honey,2621,2729,f1b1,Unknown(f1b1),50
dark matter slug,2622,2730,f1b1,Unknown(f1b1),50
rafflesia,2609,2731,f1b1,Unknown(f1b1),50
Nael deus Darnus,2612,2742,f1b4,Unknown(f1b4),50
Nael Geminus,2628,2743,f1b4,Unknown(f1b4),50
the ghost of Meracydia,2629,2744,f1b4,Unknown(f1b4),50
Firehorn,2630,2745,f1b4,Unknown(f1b4),50
Iceclaw,2631,2746,f1b4,Unknown(f1b4),50
Thunderwing,2632,2747,f1b4,Unknown(f1b4),50
Dalamud spawn,2634,2748,f1b4,Unknown(f1b4),50
Dalamud spawn,2634,2749,f1b4,Unknown(f1b4),50
debris,2635,2750,f1b4,Unknown(f1b4),50
astral debris,2636,2751,f1b4,Unknown(f1b4),50
umbral debris,2637,2752,f1b4,Unknown(f1b4),50
Nael deus Darnus,2612,2755,f1b4,Unknown(f1b4),50
dark matter cluster,2742,2913,f1b1,Unknown(f1b1),50
dark matter cluster,2742,2914,f1b1,Unknown(f1b1),50
diabolic gate,2568,2948,f1d5,Unknown(f1d5),50
gravity orb,2567,2699,f1d5,Unknown(f1d5),50
goobstool,2558,2700,f1d5,Unknown(f1d5),50
gourmand phlegm,2559,2690,f1d5,Unknown(f1d5),50
bee swarm,2623,2756,zoo,Open World,1
ranch wamoura,2561,2702,f1d5,Unknown(f1d5),50
ranch wamouracampa,2562,2703,f1d5,Unknown(f1d5),50
fat wamoura,2563,2704,f1d5,Unknown(f1d5),50
breeding bomb,2688,17,s1f6,Outer La Noscea,41
,0,2757,zoo,Open World,1
,0,2758,zoo,Open World,1
,0,2759,zoo,Open World,1
,0,2760,zoo,Open World,1
,0,2761,zoo,Open World,1
,0,2762,zoo,Open World,1
,0,2763,zoo,Open World,1
Narasimha,2603,2764,zoo,Open World,1
,0,2765,o1fa,Unknown(o1fa),50
,0,2765,zoo,Open World,1
,0,2766,zoo,Open World,1
,0,2767,zoo,Open World,1
scrambling spriggan,2517,2768,zoo,Open World,1
coddled spriggan,2514,2769,zoo,Open World,1
coddled spriggan,2514,2770,zoo,Open World,1
coddled spriggan,2514,2771,zoo,Open World,1
coddled spriggan,2514,2772,zoo,Open World,1
coddled spriggan,2514,2773,zoo,Open World,1
,0,2774,zoo,Open World,1
,0,1425,zoo,Open World,1
unknown ravager,2670,2853,w1f1,Western Thanalan,50
unknown ravager,2670,2877,w1f1,Western Thanalan,50
kobold overseer,2687,2881,s1f6,Outer La Noscea,41
heckler mammet #022H,2591,2758,w1d7,Unknown(w1d7),50
supporter mammet #022S,2589,2759,w1d7,Unknown(w1d7),50
admirer mammet #022A,2590,2760,w1d7,Unknown(w1d7),50
Halatali djigga,2600,2762,w1d7,Unknown(w1d7),50
yarzon lacerator,2601,2763,w1d7,Unknown(w1d7),50
Franz the Fair,2604,2721,w1d7,Unknown(w1d7),50
Langloisiert the Lionheart,2605,2722,w1d7,Unknown(w1d7),50
U'linbho the Sand Devil,2606,2723,w1d7,Unknown(w1d7),50
Silent Moss the Solemn,2607,2725,w1d7,Unknown(w1d7),50
Narasimha,2603,2764,w1d7,Unknown(w1d7),50
catoblepas,2598,434,w1d7,Unknown(w1d7),50
Langloisiert the Lionheart,2605,434,w1d7,Unknown(w1d7),50
Number 132,2714,2885,s1f6,Outer La Noscea,48
greater doblyn,2713,2884,s1f6,Outer La Noscea,48
bee swarm,2623,2756,f1b1,Unknown(f1b1),50
Illuminati soldier,2660,2775,zoo,Open World,1
eoraptor,2659,2776,zoo,Open World,1
,0,2777,zoo,Open World,1
gobmachine G-VI,2547,2778,zoo,Open World,1
,0,2779,zoo,Open World,1
,0,2780,zoo,Open World,1
,0,2781,zoo,Open World,1
,0,2782,zoo,Open World,1
Illuminati marksman,2661,2783,zoo,Open World,1
Illuminati glider,2656,2784,zoo,Open World,1
,0,2785,zoo,Open World,1
deep jungle torama,2658,2786,zoo,Open World,1
Illuminati footman,2662,2787,zoo,Open World,1
gobbie beak,2663,2788,zoo,Open World,1
Brayflox Alltalks,1300,2789,zoo,Open World,1
,0,2790,zoo,Open World,1
Illuminati commander,2548,2791,zoo,Open World,1
Illuminati sniper,2654,2792,zoo,Open World,1
magitek vangob G-III,2549,2793,zoo,Open World,1
Illuminati glider,2656,2794,zoo,Open World,1
Illuminati soldier,2660,2795,zoo,Open World,1
gobmachine G-VI,2547,2796,zoo,Open World,1
Illuminati sniper,2654,2797,zoo,Open World,1
bomb,1385,2798,zoo,Open World,1
giant bomb,2650,2799,zoo,Open World,1
hot cross bomb,2655,2800,zoo,Open World,1
,0,2801,zoo,Open World,1
Whiskerwall Kupdi Koop,718,229,f1fa,Unknown(f1fa),50
Ruffletuft Kupta Kapa,719,230,f1fa,Unknown(f1fa),50
Furryfoot Kupli Kipp,720,231,f1fa,Unknown(f1fa),50
Woolywart Kupqu Kogi,721,232,f1fa,Unknown(f1fa),50
Pukla Puki the Pomburner,722,233,f1fa,Unknown(f1fa),50
Puksi Piko the Shaggysong,723,234,f1fa,Unknown(f1fa),50
Pukna Pako the Tailturner,724,235,f1fa,Unknown(f1fa),50
Good King Moggle Mog XII,2752,236,f1fa,Unknown(f1fa),50
Furryfoot Kupli Kipp,720,2946,f1fa,Unknown(f1fa),50
coddled spriggan,2514,2770,f1f1,Central Shroud,5
coddled spriggan,2514,2772,f1f1,Central Shroud,5
coddled spriggan,2514,2771,f1f2,East Shroud,5
coddled spriggan,2514,2773,f1f2,East Shroud,5
cobalt golem,2700,2849,s1f6,Outer La Noscea,44
,0,2801,o1fa,Unknown(o1fa),50
coddled spriggan,2514,2772,f1f3,South Shroud,5
hot cross bomb,2655,410,s1d6,Unknown(s1d6),50
Illuminati glider,2656,2794,s1d6,Unknown(s1d6),50
Illuminati soldier,2660,2795,s1d6,Unknown(s1d6),50
,0,2802,zoo,Open World,1
,0,2803,zoo,Open World,1
,0,2804,zoo,Open World,1
,0,2805,zoo,Open World,1
,0,2806,zoo,Open World,1
,0,2807,zoo,Open World,1
,0,2808,zoo,Open World,1
,0,2809,zoo,Open World,1
,0,2810,zoo,Open World,1
coddled spriggan,2514,2773,f1f4,North Shroud,5
,0,434,w1d7,Unknown(w1d7),50
Illuminati sniper,2654,2797,s1d6,Unknown(s1d6),50
bomb,1385,2798,s1d6,Unknown(s1d6),50
giant bomb,2650,2799,s1d6,Unknown(s1d6),50
coddled spriggan,2514,2770,s1f1,Middle La Noscea,5
coddled spriggan,2514,2769,s1f2,Lower La Noscea,5
coddled spriggan,2514,2772,s1f3,Eastern La Noscea,5
coddled spriggan,2514,2770,s1f4,Western La Noscea,5
coddled spriggan,2514,2772,s1f5,Upper La Noscea,5
coddled spriggan,2514,2771,s1f5,Upper La Noscea,5
coddled spriggan,2514,2772,s1f6,Outer La Noscea,5
coddled spriggan,2514,2773,s1f6,Outer La Noscea,5
coddled spriggan,2514,2773,r1f1,Coerthas Central Highlands,5
coddled spriggan,2514,2773,l1f1,Mor Dhona,5
,0,2811,zoo,Open World,1
,0,2812,zoo,Open World,1
,0,2813,zoo,Open World,1
,0,2814,zoo,Open World,1
,0,2815,zoo,Open World,1
,0,2816,zoo,Open World,1
,0,2817,zoo,Open World,1
pit coeurl pup,2750,2818,zoo,Open World,1
gold bear,2593,2819,zoo,Open World,1
,0,2820,zoo,Open World,1
,0,2821,zoo,Open World,1
,0,2822,zoo,Open World,1
coddled spriggan,2514,2769,w1f1,Western Thanalan,5
coddled spriggan,2514,2770,w1f2,Central Thanalan,5
coddled spriggan,2514,2770,w1f3,Eastern Thanalan,5
coddled spriggan,2514,2773,w1f3,Eastern Thanalan,5
coddled spriggan,2514,2772,w1f4,Southern Thanalan,5
coddled spriggan,2514,2773,w1f4,Southern Thanalan,5
warm grenade,2695,2899,s1f6,Outer La Noscea,44
warm grenade,2695,2900,s1f6,Outer La Noscea,44
hot grenade,2696,2901,s1f6,Outer La Noscea,44
wandering eye,2672,2848,w1f1,Western Thanalan,50
shard doblyn,2706,2841,s1f6,Outer La Noscea,48
Gilgamesh,2665,2823,zoo,Open World,1
Enkidu,2666,2824,zoo,Open World,1
bomb,2667,2825,zoo,Open World,1
crossing bateleur,2668,2826,zoo,Open World,1
crossing hippocerf,2669,2827,zoo,Open World,1
coddled spriggan,2514,2773,w1f5,Northern Thanalan,5
rampant cobra,2673,777,l1f1,Mor Dhona,50
Balidet,1528,2829,s1f6,Outer La Noscea,47
59th Order Roundsman Ge Ga,2516,2828,s1f6,Outer La Noscea,47
13th Order watchman,2702,2854,s1f6,Outer La Noscea,44
13th Order watchman,2702,2855,s1f6,Outer La Noscea,44
13th Order watchman,2702,2856,s1f6,Outer La Noscea,44
scrambling spriggan,2517,2768,w1f3,Eastern Thanalan,44
59th Order Roundsman Ge Ga,2516,2828,zoo,Open World,1
Balidet,1528,2829,zoo,Open World,1
kobold deacon,374,2830,zoo,Open World,1
13th Order alchemist,2703,758,s1f6,Outer La Noscea,44
13th Order scholar,2704,757,s1f6,Outer La Noscea,44
shrapnel,2698,2840,s1f6,Outer La Noscea,44
big shrapnel,2699,2883,s1f6,Outer La Noscea,44
scrambling spriggan,2517,2768,s1f4,Western La Noscea,41
scrambling spriggan,2517,2768,r1f1,Coerthas Central Highlands,46
kobold deacon,374,2830,s1f6,Outer La Noscea,44
Sahagin infiltrator,2726,2903,s1f4,Western La Noscea,44
surfscale sentry,2674,2858,s1f4,Western La Noscea,50
shelftooth sentry,2676,2859,s1f4,Western La Noscea,50
shelfclaw sentry,2675,766,s1f4,Western La Noscea,50
drowned ravager,2677,2861,s1f4,Western La Noscea,50
drowned ravager,2677,2862,s1f4,Western La Noscea,50
drowned ravager,2677,2863,s1f4,Western La Noscea,50
shelfscale guard,2678,2890,s1f4,Western La Noscea,50
shelfclaw guard,2679,2891,s1f4,Western La Noscea,50
shelfspine guard,2680,2892,s1f4,Western La Noscea,50
shelfscale guard,2678,2893,s1f4,Western La Noscea,50
shelfclaw guard,2679,2894,s1f4,Western La Noscea,50
shelftooth guard,2681,2895,s1f4,Western La Noscea,50
shelfspine guard,2680,2896,s1f4,Western La Noscea,50
shelftooth guard,2681,2897,s1f4,Western La Noscea,50
drowned swordsman,2682,2898,s1f4,Western La Noscea,50
drowned seaman 2nd class,2728,2843,s1f4,Western La Noscea,46
drowned seaman 3rd class,2729,2844,s1f4,Western La Noscea,46
Leviathan's thrall,2737,2844,s1f4,Western La Noscea,48
Sahagin sentry,2721,767,s1f4,Western La Noscea,44
Brass Blade,1255,2852,w1f1,Western Thanalan,50
Brass Blade captain,2671,2875,w1f1,Western Thanalan,50
271st Order watchman,2694,756,s1f6,Outer La Noscea,44
shelftooth guard,2681,2904,s1f4,Western La Noscea,46
shelfclaw guard,2679,2905,s1f4,Western La Noscea,46
shelfspine guard,2680,2906,s1f4,Western La Noscea,46
mimic,2566,2717,f1d5,Unknown(f1d5),50
Gilgamesh,2665,2823,r1fb,Unknown(r1fb),50
shelfclaw guard,2679,766,s1f4,Western La Noscea,46
Sapsa pugil,2730,2949,s1f4,Western La Noscea,46
596th Order scout,2689,2870,s1f6,Outer La Noscea,41
596th Order priest,2691,2871,s1f6,Outer La Noscea,41
smart bomb,2743,17,s1f6,Outer La Noscea,41
,0,2831,zoo,Open World,1
drowned boatswain,2738,2878,s1f4,Western La Noscea,48
drowned gunner chief,2739,2879,s1f4,Western La Noscea,48
drowned steersman chief,2740,2880,s1f4,Western La Noscea,48
shelfscale guard,2678,2907,s1f4,Western La Noscea,48
demonstool,2576,2709,f1d5,Unknown(f1d5),50
ruins dross,2575,2708,f1d5,Unknown(f1d5),50
gremlin,2572,2705,f1d5,Unknown(f1d5),50
surf elbst,2538,2832,zoo,Open World,1
bomb incubator,2528,2833,zoo,Open World,1
prototype bomb incubator,2529,2834,zoo,Open World,1
,0,2835,zoo,Open World,1
,0,2836,zoo,Open World,1
,0,2837,zoo,Open World,1
dastardly devilet,2582,2715,f1d5,Unknown(f1d5),50
allotaur,2581,2714,f1d5,Unknown(f1d5),50
dirty eye,2583,2716,f1d5,Unknown(f1d5),50
hungry snipper,2722,2842,s1f4,Western La Noscea,45
639th Order priest,2692,2871,s1f6,Outer La Noscea,41
Narasimha,2603,2831,w1d7,Unknown(w1d7),50
Moonshade uragnite,2723,2874,s1f4,Western La Noscea,44
Moonshade steersman,2733,315,s1f4,Western La Noscea,46
Moonshade deckhand,2732,317,s1f4,Western La Noscea,46
shelfspine guard,2680,2858,s1f4,Western La Noscea,48
shelftooth guard,2681,2859,s1f4,Western La Noscea,48
big flipper,2727,2889,s1f4,Western La Noscea,46
Sapsa elbst,2527,2832,s1f4,Western La Noscea,46
whelk ballista,2530,2835,s1f4,Western La Noscea,44
U'Ghamaro golem,2522,2838,zoo,Open World,1
surftooth sentry,2725,2839,zoo,Open World,1
shrapnel,2698,2840,zoo,Open World,1
shard doblyn,2706,2841,zoo,Open World,1
hungry snipper,2722,2842,zoo,Open World,1
bomb ember,2690,2845,zoo,Open World,1
,0,2846,zoo,Open World,1
surftooth sentry,2725,2847,zoo,Open World,1
wandering eye,2672,2848,zoo,Open World,1
,0,2849,zoo,Open World,1
13th Order watchman,2702,2854,zoo,Open World,1
13th Order watchman,2702,2855,zoo,Open World,1
13th Order priest,2712,2856,zoo,Open World,1
,0,2857,zoo,Open World,1
shelfspine guard,2680,2858,zoo,Open World,1
shelftooth guard,2681,2859,zoo,Open World,1
,1,2860,zoo,Open World,1
kobold outlaw,2686,2864,zoo,Open World,1
kobold outlaw,2686,2865,zoo,Open World,1
kobold outlaw,2686,2866,zoo,Open World,1
Halfstone shoalscale,2716,2867,zoo,Open World,1
Halfstone shoalclaw,2717,2868,zoo,Open World,1
Halfstone shoalspine,2718,2869,zoo,Open World,1
U'Ghamaro patrolman,2715,2870,zoo,Open World,1
88th Order furnaceman,2705,2871,zoo,Open World,1
Mark II limpet bomb,2749,2872,zoo,Open World,1
,0,2873,zoo,Open World,1
Moonshade uragnite,2723,2874,zoo,Open World,1
kobold overseer,2687,2881,zoo,Open World,1
dazzling bomb,2708,2882,zoo,Open World,1
big shrapnel,2699,2883,zoo,Open World,1
greater doblyn,2713,2884,zoo,Open World,1
Number 132,2714,2885,zoo,Open World,1
Papalymo,620,2886,zoo,Open World,1
Papalymo,620,2887,zoo,Open World,1
Papalymo,620,2888,zoo,Open World,1
big flipper,2727,2889,zoo,Open World,1
shelfscale guard,2678,2890,zoo,Open World,1
shelfclaw guard,2679,2891,zoo,Open World,1
shelfspine guard,2680,2892,zoo,Open World,1
shelfscale guard,2678,2893,zoo,Open World,1
shelfclaw guard,2679,2894,zoo,Open World,1
shelftooth guard,2681,2895,zoo,Open World,1
shelfspine guard,2680,2896,zoo,Open World,1
shelftooth guard,2681,2897,zoo,Open World,1
warm grenade,2695,2899,zoo,Open World,1
warm grenade,2695,2900,zoo,Open World,1
hot grenade,2696,2901,zoo,Open World,1
Coral Sahagin,2719,2902,zoo,Open World,1
Sahagin infiltrator,2726,2903,zoo,Open World,1
,0,2904,zoo,Open World,1
,0,2905,zoo,Open World,1
,0,2906,zoo,Open World,1
shelfscale guard,2678,2907,zoo,Open World,1
shelfclaw guard,2679,2908,zoo,Open World,1
shelfspine guard,2680,2909,zoo,Open World,1
Moonshade pugil,2533,383,s1f4,Western La Noscea,44
fresh whelk ballista,2531,2836,s1f4,Western La Noscea,46
reinforced whelk ballista,2532,2837,s1f4,Western La Noscea,48
Leviathan,2550,2802,o1fa,Unknown(o1fa),50
Leviathan's tail,2551,2803,o1fa,Unknown(o1fa),50
Leviathan,2550,2805,o1fa,Unknown(o1fa),50
